Row ID;Order ID;Order Date;Shipping Date;Shipping Mode;Customer ID;Customer Name;Segment;Country/Region;City;State;Postal Code;Region;Product ID;Category;Sub-Category;Product Name;Sales;Quantity;Discount;Profit
384;CA-2018-125395;22/04/2019;25/04/2019;Second Class;LA-16780;Laura Armstrong;Corporate;United States;Taylor;Michigan;48180;Central;TEC-AC-10004708;Technology;Accessories;Sony 32GB Class 10 Micro SDHC R40 Memory Card;419;2;0;8799
392;US-2017-135972;18/07/2018;20/07/2018;Second Class;JG-15115;Jack Garza;Consumer;United States;Des Moines;Washington;98198;West;TEC-PH-10003012;Technology;Phones;Nortel Meridian M3904 Professional Digital phone;246384;2;2;277182
393;US-2017-135972;18/07/2018;20/07/2018;Second Class;JG-15115;Jack Garza;Consumer;United States;Des Moines;Washington;98198;West;TEC-CO-10002313;Technology;Copiers;Canon PC1080F Personal Copier;179997;3;0;7019883
394;US-2017-134971;03/04/2018;06/04/2018;Second Class;BP-11095;Bart Pistole;Corporate;United States;Peoria;Illinois;61604;Central;OFF-BI-10003982;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders;12462;3;8;-205623
396;CA-2020-165603;13/08/2021;15/08/2021;Second Class;SS-20140;Saphhira Shifley;Corporate;United States;Warwick;Rhode Island;2886;East;OFF-ST-10000798;Office Supplies;Storage;2300 Heavy-Duty Transfer File Systems by Perma;4996;2;0;94924
397;CA-2020-165603;13/08/2021;15/08/2021;Second Class;SS-20140;Saphhira Shifley;Corporate;United States;Warwick;Rhode Island;2886;East;OFF-PA-10002552;Office Supplies;Paper;Xerox 1958;1296;2;0;62208
399;CA-2019-108987;04/07/2020;06/07/2020;Second Class;AG-10675;Anna Gayman;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10001580;Office Supplies;Storage;Super Decoflex Portable Personal File;35952;3;2;35952
400;CA-2019-108987;04/07/2020;06/07/2020;Second Class;AG-10675;Anna Gayman;Consumer;United States;Houston;Texas;77036;Central;FUR-BO-10004834;Furniture;Bookcases;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;23962656;4;32;-3171528
401;CA-2019-108987;04/07/2020;06/07/2020;Second Class;AG-10675;Anna Gayman;Consumer;United States;Houston;Texas;77036;Central;OFF-ST-10000934;Office Supplies;Storage;"Contico 72""H Heavy-Duty Storage System";131136;4;2;-32784
402;CA-2019-108987;04/07/2020;06/07/2020;Second Class;AG-10675;Anna Gayman;Consumer;United States;Houston;Texas;77036;Central;TEC-AC-10000158;Technology;Accessories;Sony 64GB Class 10 Micro SDHC R40 Memory Card;57584;2;2;7198
425;CA-2020-155705;17/06/2021;19/06/2021;Second Class;NF-18385;Natalie Fritzler;Consumer;United States;Jackson;Mississippi;39212;South;FUR-CH-10000015;Furniture;Chairs;Hon Multipurpose Stacking Arm Chairs;8664;4;0;225264
426;CA-2020-149160;19/09/2021;22/09/2021;Second Class;JM-15265;Janet Molinari;Corporate;United States;Canton;Michigan;48187;Central;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;284;2;0;11076
427;CA-2020-149160;19/09/2021;22/09/2021;Second Class;JM-15265;Janet Molinari;Corporate;United States;Canton;Michigan;48187;Central;OFF-BI-10001543;Office Supplies;Binders;GBC VeloBinder Manual Binding System;28792;8;0;1382016
437;CA-2019-147375;07/04/2020;09/04/2020;Second Class;PO-19180;Philisse Overcash;Home Office;United States;Chicago;Illinois;60623;Central;TEC-MA-10002937;Technology;Machines;Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner;1007979;3;3;431991
438;CA-2019-147375;07/04/2020;09/04/2020;Second Class;PO-19180;Philisse Overcash;Home Office;United States;Chicago;Illinois;60623;Central;OFF-PA-10001970;Office Supplies;Paper;Xerox 1908;313488;7;2;1136394
440;CA-2020-157252;15/11/2020;18/11/2020;Second Class;CV-12805;Cynthia Voltz;Corporate;United States;New York City;New York;10024;East;FUR-CH-10003396;Furniture;Chairs;Global Deluxe Steno Chair;207846;3;1;23094
441;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;FUR-FU-10000246;Furniture;Furnishings;Aluminum Document Frame;1222;1;0;3666
442;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;OFF-ST-10000060;Office Supplies;Storage;Fellowes Bankers Box Staxonsteel Drawer File/Stacking System;19494;3;0;233928
443;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;OFF-ST-10003058;Office Supplies;Storage;Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays;7095;3;0;205755
444;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;OFF-PA-10002222;Office Supplies;Paper;"Xerox Color Copier Paper, 11"" x 17"", Ream";9136;4;0;420256
445;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;FUR-CH-10002372;Furniture;Chairs;Office Star - Ergonomically Designed Knee Chair;24294;3;0;291528
446;CA-2019-115756;01/07/2020;03/07/2020;Second Class;PK-19075;Pete Kriz;Consumer;United States;Detroit;Michigan;48227;Central;OFF-LA-10001317;Office Supplies;Labels;Avery 520;2205;7;0;10584
447;CA-2020-154214;14/01/2021;19/01/2021;Second Class;TB-21595;Troy Blackwell;Consumer;United States;Columbus;Indiana;47201;Central;FUR-FU-10000206;Furniture;Furnishings;GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs;291;1;0;13677
448;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;OFF-AR-10000588;Office Supplies;Art;Newell 345;5952;3;0;154752
449;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;OFF-ST-10001469;Office Supplies;Storage;Fellowes Bankers Box Recycled Super Stor/Drawer;16194;3;0;97164
450;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;OFF-AR-10001953;Office Supplies;Art;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;26388;6;0;712476
451;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;OFF-AR-10003156;Office Supplies;Art;50 Colored Long Pencils;3048;3;0;79248
452;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;OFF-AR-10004974;Office Supplies;Art;Newell 342;984;3;0;28536
453;CA-2019-166674;26/01/2020;28/01/2020;Second Class;RB-19360;Raymond Buch;Consumer;United States;Auburn;New York;13021;East;TEC-PH-10002365;Technology;Phones;Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S;3512;4;0;91312
470;US-2019-100419;11/10/2020;15/10/2020;Second Class;CC-12670;Craig Carreira;Consumer;United States;Chicago;Illinois;60610;Central;OFF-BI-10002194;Office Supplies;Binders;Cardinal Hold-It CD Pocket;4788;3;8;-79002
472;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;OFF-ST-10002743;Office Supplies;Storage;SAFCO Boltless Steel Shelving;34092;3;0;34092
473;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;FUR-BO-10001601;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;222666;2;15;104784
474;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;TEC-PH-10002680;Technology;Phones;Samsung Galaxy Note 3;703968;4;2;87996
475;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;OFF-ST-10001321;Office Supplies;Storage;Decoflex Hanging Personal Folder File, Blue;9252;6;0;249804
476;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;OFF-PA-10001509;Office Supplies;Paper;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";6265;7;0;28819
477;CA-2017-144666;05/09/2018;07/09/2018;Second Class;JP-15520;Jeremy Pistek;Consumer;United States;San Francisco;California;94110;West;OFF-PA-10003465;Office Supplies;Paper;Xerox 1912;9485;5;0;45528
489;CA-2017-133753;05/04/2018;09/04/2018;Second Class;CW-11905;Carl Weiss;Home Office;United States;Huntsville;Texas;77340;Central;TEC-PH-10000376;Technology;Phones;Square Credit Card Reader;7992;1;2;5994
490;CA-2017-133753;05/04/2018;09/04/2018;Second Class;CW-11905;Carl Weiss;Home Office;United States;Huntsville;Texas;77340;Central;TEC-AC-10000303;Technology;Accessories;Logitech M510 Wireless Mouse;63984;2;2;103974
491;CA-2017-133753;05/04/2018;09/04/2018;Second Class;CW-11905;Carl Weiss;Home Office;United States;Huntsville;Texas;77340;Central;OFF-AR-10001953;Office Supplies;Art;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;70368;2;2;61572
495;US-2019-120929;12/01/2020;15/01/2020;Second Class;RO-19780;Rose O'Brian;Consumer;United States;Memphis;Tennessee;38109;South;FUR-TA-10001857;Furniture;Tables;Balt Solid Wood Rectangular Table;189882;3;4;-94941
506;CA-2020-134978;08/09/2021;11/09/2021;Second Class;EB-13705;Ed Braxton;Corporate;United States;New York City;New York;10024;East;OFF-BI-10003274;Office Supplies;Binders;Avery Durable Slant Ring Binders, No Labels;1592;5;2;5373
532;CA-2018-102848;03/09/2019;05/09/2019;Second Class;KB-16240;Karen Bern;Corporate;United States;Los Angeles;California;90036;West;FUR-CH-10000595;Furniture;Chairs;Safco Contoured Stacking Chairs;19072;1;2;1192
534;CA-2019-168753;24/03/2020;27/03/2020;Second Class;RL-19615;Rob Lucas;Consumer;United States;Montgomery;Alabama;36116;South;TEC-PH-10000984;Technology;Phones;Panasonic KX-TG9471B;97995;5;0;274386
535;CA-2019-168753;24/03/2020;27/03/2020;Second Class;RL-19615;Rob Lucas;Consumer;United States;Montgomery;Alabama;36116;South;OFF-BI-10002557;Office Supplies;Binders;Presstex Flexible Ring Binders;2275;5;0;11375
537;US-2020-122637;30/06/2021;05/07/2021;Second Class;EP-13915;Emily Phan;Consumer;United States;Chicago;Illinois;60653;Central;OFF-BI-10002429;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;42616;7;8;-681856
549;CA-2018-113173;11/09/2019;13/09/2019;Second Class;DK-13225;Dean Katz;Corporate;United States;Chicago;Illinois;60653;Central;OFF-ST-10000604;Office Supplies;Storage;Home/Office Personal File Carts;250272;9;2;15642
550;CA-2018-113173;11/09/2019;13/09/2019;Second Class;DK-13225;Dean Katz;Corporate;United States;Chicago;Illinois;60653;Central;OFF-BI-10004738;Office Supplies;Binders;Flexible Leather- Look Classic Collection Ring Binder;11364;3;8;-17046
551;CA-2018-113173;11/09/2019;13/09/2019;Second Class;DK-13225;Dean Katz;Corporate;United States;Chicago;Illinois;60653;Central;OFF-SU-10001935;Office Supplies;Supplies;Staple remover;872;5;2;-1744
552;CA-2019-136406;09/02/2020;11/02/2020;Second Class;BD-11320;Bill Donatelli;Consumer;United States;San Francisco;California;94110;West;FUR-CH-10002024;Furniture;Chairs;HON 5400 Series Task Chairs for Big and Tall;1121568;2;2;0
555;CA-2020-100650;25/04/2021;29/04/2021;Second Class;DK-13225;Dean Katz;Corporate;United States;Anaheim;California;92804;West;OFF-ST-10001780;Office Supplies;Storage;Tennsco 16-Compartment Lockers with Coat Rack;129578;2;0;3109872
556;CA-2017-155852;28/12/2017;01/01/2018;Second Class;AJ-10945;Ashley Jarboe;Consumer;United States;Wilmington;North Carolina;28403;South;OFF-AR-10003560;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters;19456;4;2;34048
560;CA-2020-118731;16/09/2021;18/09/2021;Second Class;LP-17080;Liz Pelletier;Consumer;United States;San Francisco;California;94110;West;FUR-FU-10003347;Furniture;Furnishings;Coloredge Poster Frame;426;3;0;16614
561;CA-2020-118731;16/09/2021;18/09/2021;Second Class;LP-17080;Liz Pelletier;Consumer;United States;San Francisco;California;94110;West;OFF-BI-10000069;Office Supplies;Binders;GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb;84056;7;2;273182
562;CA-2017-145576;11/07/2018;15/07/2018;Second Class;CA-12775;Cynthia Arntzen;Consumer;United States;Tampa;Florida;33614;South;OFF-AP-10003914;Office Supplies;Appliances;Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts;13;5;2;13
563;CA-2017-145576;11/07/2018;15/07/2018;Second Class;CA-12775;Cynthia Arntzen;Consumer;United States;Tampa;Florida;33614;South;FUR-FU-10004020;Furniture;Furnishings;Advantus Panel Wall Acrylic Frame;13128;3;2;37743
576;CA-2018-149713;15/07/2019;19/07/2019;Second Class;TG-21640;Trudy Glocke;Consumer;United States;Long Beach;California;90805;West;OFF-PA-10004530;Office Supplies;Paper;Personal Creations Ink Jet Cards and Labels;16072;14;0;787528
577;CA-2018-149713;15/07/2019;19/07/2019;Second Class;TG-21640;Trudy Glocke;Consumer;United States;Long Beach;California;90805;West;OFF-PA-10001450;Office Supplies;Paper;Rediform S.O.S. Phone Message Books;1992;4;0;97608
578;CA-2018-149713;15/07/2019;19/07/2019;Second Class;TG-21640;Trudy Glocke;Consumer;United States;Long Beach;California;90805;West;OFF-SU-10001574;Office Supplies;Supplies;Acme Value Line Scissors;73;2;0;219
613;CA-2019-121223;07/07/2020;09/07/2020;Second Class;GD-14590;Giulietta Dortch;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10001204;Office Supplies;Paper;Xerox 1972;8448;2;2;264
614;CA-2019-121223;07/07/2020;09/07/2020;Second Class;GD-14590;Giulietta Dortch;Corporate;United States;Philadelphia;Pennsylvania;19143;East;TEC-PH-10004667;Technology;Phones;Cisco 8x8 Inc. 6753i IP Business Phone System;728946;9;4;-1579383
615;CA-2020-138611;10/09/2021;13/09/2021;Second Class;CK-12595;Clytie Kelty;Consumer;United States;Grove City;Ohio;43123;East;TEC-PH-10000011;Technology;Phones;PureGear Roll-On Screen Protector;11994;10;4;15992
616;CA-2020-138611;10/09/2021;13/09/2021;Second Class;CK-12595;Clytie Kelty;Consumer;United States;Grove City;Ohio;43123;East;OFF-BI-10002949;Office Supplies;Binders;Prestige Round Ring Binders;3648;2;7;-27968
617;CA-2020-117947;14/06/2021;19/06/2021;Second Class;NG-18355;Nat Gilpin;Corporate;United States;New York City;New York;10011;East;FUR-FU-10003849;Furniture;Furnishings;DAX Metal Frame, Desktop, Stepped-Edge;4048;2;0;157872
618;CA-2020-117947;14/06/2021;19/06/2021;Second Class;NG-18355;Nat Gilpin;Corporate;United States;New York City;New York;10011;East;FUR-FU-10000010;Furniture;Furnishings;DAX Value U-Channel Document Frames, Easel Back;994;2;0;30814
619;CA-2020-117947;14/06/2021;19/06/2021;Second Class;NG-18355;Nat Gilpin;Corporate;United States;New York City;New York;10011;East;OFF-BI-10002824;Office Supplies;Binders;Recycled Easel Ring Binders;107424;9;2;3357
620;CA-2020-117947;14/06/2021;19/06/2021;Second Class;NG-18355;Nat Gilpin;Corporate;United States;New York City;New York;10011;East;TEC-PH-10002538;Technology;Phones;Grandstream GXP1160 VoIP phone;3791;1;0;109939
621;CA-2020-117947;14/06/2021;19/06/2021;Second Class;NG-18355;Nat Gilpin;Corporate;United States;New York City;New York;10011;East;FUR-FU-10000521;Furniture;Furnishings;"Seth Thomas 14"" Putty-Colored Wall Clock";8802;3;0;272862
631;US-2019-135720;06/10/2020;08/10/2020;Second Class;FM-14380;Fred McMath;Consumer;United States;Aurora;Colorado;80013;West;OFF-ST-10001963;Office Supplies;Storage;Tennsco Regal Shelving Units;243384;3;2;-517191
632;US-2019-135720;06/10/2020;08/10/2020;Second Class;FM-14380;Fred McMath;Consumer;United States;Aurora;Colorado;80013;West;TEC-AC-10001267;Technology;Accessories;Imation˜32GB Pocket Pro USB 3.0˜Flash Drive˜- 32 GB - Black - 1 P ...;1198;5;2;2995
633;US-2019-135720;06/10/2020;08/10/2020;Second Class;FM-14380;Fred McMath;Consumer;United States;Aurora;Colorado;80013;West;TEC-PH-10002103;Technology;Phones;Jabra SPEAK 410;300768;4;2;300768
634;CA-2020-144694;21/07/2021;23/07/2021;Second Class;BD-11605;Brian Dahlen;Consumer;United States;Miami;Florida;33180;South;TEC-AC-10002857;Technology;Accessories;Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack;1788;3;2;24585
635;CA-2020-144694;21/07/2021;23/07/2021;Second Class;BD-11605;Brian Dahlen;Consumer;United States;Miami;Florida;33180;South;OFF-LA-10003930;Office Supplies;Labels;Dot Matrix Printer Tape Reel Labels, White, 5000/Box;235944;3;2;855297
636;CA-2018-168004;31/07/2019;05/08/2019;Second Class;DJ-13420;Denny Joy;Corporate;United States;Warner Robins;Georgia;31088;South;FUR-CH-10001482;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;39294;3;0;432234
642;CA-2020-167913;26/05/2021;30/05/2021;Second Class;JL-15835;John Lee;Consumer;United States;Mission Viejo;California;92691;West;OFF-ST-10000585;Office Supplies;Storage;Economy Rollaway Files;3304;2;0;85904
643;CA-2020-167913;26/05/2021;30/05/2021;Second Class;JL-15835;John Lee;Consumer;United States;Mission Viejo;California;92691;West;OFF-LA-10002787;Office Supplies;Labels;Avery 480;2625;7;0;126
649;CA-2019-160745;06/10/2020;11/10/2020;Second Class;AR-10825;Anthony Rawles;Corporate;United States;Vancouver;Washington;98661;West;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;148;4;0;6068
650;CA-2019-160745;06/10/2020;11/10/2020;Second Class;AR-10825;Anthony Rawles;Corporate;United States;Vancouver;Washington;98661;West;TEC-PH-10003273;Technology;Phones;AT&T TR1909W;302376;3;2;226782
651;CA-2019-160745;06/10/2020;11/10/2020;Second Class;AR-10825;Anthony Rawles;Corporate;United States;Vancouver;Washington;98661;West;TEC-AC-10001142;Technology;Accessories;First Data FD10 PIN Pad;316;4;0;316
666;CA-2020-132682;04/04/2021;06/04/2021;Second Class;TH-21235;Tiffany House;Corporate;United States;Dallas;Texas;75081;Central;OFF-SU-10004231;Office Supplies;Supplies;Acme Tagit Stainless Steel Antibacterial Scissors;2376;3;2;2079
667;CA-2020-132682;04/04/2021;06/04/2021;Second Class;TH-21235;Tiffany House;Corporate;United States;Dallas;Texas;75081;Central;OFF-PA-10000474;Office Supplies;Paper;Easy-staple paper;85056;3;2;287064
668;CA-2020-132682;04/04/2021;06/04/2021;Second Class;TH-21235;Tiffany House;Corporate;United States;Dallas;Texas;75081;Central;TEC-PH-10004042;Technology;Phones;ClearOne Communications CHAT 70 OC˜Speaker Phone;381576;3;2;286182
690;US-2017-117135;17/04/2018;19/04/2018;Second Class;NP-18325;Naresj Patel;Consumer;United States;Waynesboro;Virginia;22980;South;FUR-FU-10004071;Furniture;Furnishings;Luxo Professional Magnifying Clamp-On Fluorescent Lamps;10401;1;0;145614
691;US-2017-117135;17/04/2018;19/04/2018;Second Class;NP-18325;Naresj Patel;Consumer;United States;Waynesboro;Virginia;22980;South;TEC-PH-10002033;Technology;Phones;Konftel 250 Conference˜phone˜- Charcoal black;28482;1;0;740532
692;US-2017-117135;17/04/2018;19/04/2018;Second Class;NP-18325;Naresj Patel;Consumer;United States;Waynesboro;Virginia;22980;South;OFF-ST-10002444;Office Supplies;Storage;Recycled Eldon Regeneration Jumbo File;3684;3;0;103152
703;CA-2019-163755;30/08/2020;03/09/2020;Second Class;AS-10285;Alejandro Savely;Corporate;United States;Seattle;Washington;98103;West;FUR-FU-10003394;Furniture;Furnishings;"Tenex ""The Solids"" Textured Chair Mats";20988;3;0;356796
716;CA-2017-153150;27/04/2018;02/05/2018;Second Class;Dl-13600;Dorris liebe;Corporate;United States;Seattle;Washington;98105;West;OFF-BI-10003355;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;1992;5;2;6972
749;CA-2019-150889;14/01/2020;16/01/2020;Second Class;PB-19105;Peter Bhler;Consumer;United States;Evanston;Illinois;60201;Central;TEC-PH-10000004;Technology;Phones;Belkin iPhone and iPad Lightning Cable;11992;1;2;8994
764;CA-2017-162775;09/11/2017;11/11/2017;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-EN-10001990;Office Supplies;Envelopes;Staple envelope;1136;2;0;53392
765;CA-2017-162775;09/11/2017;11/11/2017;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-EN-10001532;Office Supplies;Envelopes;Brown Kraft Recycled Envelopes;5094;3;0;2547
766;CA-2017-162775;09/11/2017;11/11/2017;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;TEC-AC-10003174;Technology;Accessories;Plantronics S12 Corded Telephone Headset System;64674;6;0;258696
767;CA-2017-162775;09/11/2017;11/11/2017;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;564;3;0;27072
768;CA-2017-162775;09/11/2017;11/11/2017;Second Class;CS-12250;Chris Selesnick;Corporate;United States;Bossier City;Louisiana;71111;South;OFF-ST-10000025;Office Supplies;Storage;Fellowes Stor/Drawer Steel Plus Storage Drawers;57258;6;0;343548
782;US-2018-157014;30/07/2019;02/08/2019;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;OFF-BI-10001098;Office Supplies;Binders;Acco D-Ring Binder w/DublLock;3207;5;7;-22449
783;US-2018-157014;30/07/2019;02/08/2019;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;TEC-AC-10002167;Technology;Accessories;Imation˜8gb Micro Traveldrive Usb 2.0˜Flash Drive;24;2;2;-27
784;US-2018-157014;30/07/2019;02/08/2019;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;FUR-BO-10004409;Furniture;Bookcases;Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray;3549;1;5;-156156
785;US-2018-157014;30/07/2019;02/08/2019;Second Class;BM-11785;Bryan Mills;Consumer;United States;Columbus;Ohio;43229;East;TEC-AC-10000057;Technology;Accessories;Microsoft Natural Ergonomic Keyboard 4000;47984;2;2;5998
787;CA-2020-129567;11/01/2021;15/01/2021;Second Class;CL-12565;Clay Ludtke;Consumer;United States;Lancaster;California;93534;West;OFF-BI-10000014;Office Supplies;Binders;Heavy-Duty E-Z-D Binders;17456;2;2;58914
803;CA-2019-136133;13/06/2020;18/06/2020;Second Class;HW-14935;Helen Wasserman;Corporate;United States;New York City;New York;10024;East;OFF-AP-10000576;Office Supplies;Appliances;Belkin 7 Outlet SurgeMaster II;35532;9;0;994896
830;CA-2020-129462;12/04/2021;17/04/2021;Second Class;JE-15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;FUR-CH-10000665;Furniture;Chairs;Global Airflow Leather Mesh Back Chair, Black;30196;2;0;90588
831;CA-2020-129462;12/04/2021;17/04/2021;Second Class;JE-15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;OFF-AP-10003884;Office Supplies;Appliances;Fellowes Smart Surge Ten-Outlet Protector, Platinum;18066;3;0;505848
832;CA-2020-129462;12/04/2021;17/04/2021;Second Class;JE-15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;TEC-PH-10001557;Technology;Phones;Pyle PMP37LED;19198;2;0;518346
833;CA-2020-129462;12/04/2021;17/04/2021;Second Class;JE-15745;Joel Eaton;Consumer;United States;Florence;Kentucky;41042;South;TEC-PH-10002085;Technology;Phones;Clarity 53712;6599;1;0;171574
837;US-2017-115987;05/07/2018;10/07/2018;Second Class;LH-17020;Lisa Hazard;Consumer;United States;Tyler;Texas;75701;Central;OFF-BI-10001071;Office Supplies;Binders;GBC ProClick Punch Binding System;51184;4;8;-793352
851;CA-2019-152534;15/04/2020;20/04/2020;Second Class;DP-13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFF-AR-10002335;Office Supplies;Art;DIXON Oriole Pencils;516;2;0;13416
852;CA-2019-152534;15/04/2020;20/04/2020;Second Class;DP-13105;Dave Poirier;Corporate;United States;Salinas;California;93905;West;OFF-PA-10001870;Office Supplies;Paper;Xerox 202;3888;6;0;186624
863;CA-2019-134474;01/11/2019;03/11/2019;Second Class;AJ-10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;TEC-AC-10001714;Technology;Accessories;Logitech˜MX Performance Wireless Mouse;191472;6;2;406878
864;CA-2019-134474;01/11/2019;03/11/2019;Second Class;AJ-10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;OFF-AR-10003958;Office Supplies;Art;Newell 337;5248;2;2;5904
865;CA-2019-134474;01/11/2019;03/11/2019;Second Class;AJ-10795;Anthony Johnson;Corporate;United States;Jacksonville;Florida;32216;South;TEC-PH-10002923;Technology;Phones;Logitech B530 USB˜Headset˜-˜headset˜- Full size, Binaural;59184;2;2;51786
880;CA-2020-111689;26/09/2021;28/09/2021;Second Class;HP-14815;Harold Pawlan;Home Office;United States;New York City;New York;10024;East;OFF-BI-10003984;Office Supplies;Binders;Lock-Up Easel 'Spel-Binder';68472;3;2;231093
881;CA-2020-111689;26/09/2021;28/09/2021;Second Class;HP-14815;Harold Pawlan;Home Office;United States;New York City;New York;10024;East;FUR-CH-10004287;Furniture;Chairs;SAFCO Arco Folding Chair;12429;5;1;26239
886;CA-2018-143602;19/02/2019;22/02/2019;Second Class;JS-15595;Jill Stevenson;Corporate;United States;Los Angeles;California;90045;West;OFF-BI-10002071;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;13944;3;2;45318
897;CA-2019-140634;29/07/2020;01/08/2020;Second Class;HL-15040;Hunter Lopez;Consumer;United States;Houston;Texas;77095;Central;OFF-EN-10001099;Office Supplies;Envelopes;Staple envelope;15648;2;2;50856
899;CA-2020-160983;25/08/2021;27/08/2021;Second Class;GB-14530;George Bell;Corporate;United States;Auburn;New York;13021;East;OFF-PA-10002250;Office Supplies;Paper;Things To Do Today Pad;4696;8;0;225408
957;CA-2020-102414;11/03/2021;14/03/2021;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Phoenix;Arizona;85023;West;TEC-PH-10002923;Technology;Phones;Logitech B530 USB˜Headset˜-˜headset˜- Full size, Binaural;29592;1;2;25893
958;CA-2020-102414;11/03/2021;14/03/2021;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10004465;Office Supplies;Binders;Avery Durable Slant Ring Binders;4752;2;7;-3168
959;CA-2020-102414;11/03/2021;14/03/2021;Second Class;JA-15970;Joseph Airdo;Consumer;United States;Phoenix;Arizona;85023;West;OFF-PA-10002333;Office Supplies;Paper;"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream";15552;3;2;56376
964;CA-2017-127488;19/07/2018;21/07/2018;Second Class;MS-17365;Maribeth Schnelling;Consumer;United States;Boca Raton;Florida;33433;South;OFF-LA-10001613;Office Supplies;Labels;Avery File Folder Labels;4608;2;2;16704
